Segmento	CNPJ	Nome
S4	1788147	H.COMMCOR DTVM LTDA.
S4	17312083	H.H.PICCHIONI
S4	3634220	HONDA - PRUDENCIAL
S4	34974170	HOYA CVC LTDA.
S4	97406706	HP FINANCIAL SERVICES AM S.A
S4	7512441	HS FINANCEIRA
S4	53518684	HSBC - PRUDENCIAL
S4	9105360	ICAP DO BRASIL CTVM LTDA.
S4	72556996	ICARO CC LTDA
S4	3282508	ICATU DTVM LTDA
S4	17453575	ICBC DO BRASIL BM S.A. - PRUDENCIAL
S4	31895683	INDUSTRIAL DO BRASIL - PRUDENCIAL
S4	61024352	INDUSVAL - PRUDENCIAL
S4	3014007	INFINITY CCTVM S.A.
S4	34265629	INTERCAM CC LTDA
S4	416968	INTERMEDIUM - PRUDENCIAL
S4	55230916	INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL
S4	62090873	INTL FCSTONE DTVM LTDA.
S4	15489568	INTRADER DTVM LTDA
S4	69078350	J ALVES CC LTDA
S4	14388334	J.MALUCELLI - PRUDENCIAL
S4	14035129	JGP DTVM LTDA.
S4	20283069	JN-MAXI CC LTDA.
S4	91884981	JOHN DEERE - PRUDENCIAL
S4	1852137	JSL A.M. S.A.
S4	34266668	KRAUS - SCC LTDA
S4	6040559	KREDILIG S.A. - CFI
S4	6132348	LABOR CC
S4	71590442	LASTRO RDV DTVM LTDA
S4	4836002	LEASEPLAN AM S.A.
S4	11271860	LEBES FINANCEIRA CFI SA
S4	7652226	LECCA
S4	61973863	LEROSA S.A. CVC
S4	50579044	LEVYCAM CCV LTDA
S4	24361690	LIMINE TRUST DTVM LTDA.
S4	15122605	LUMINA CC
S4	61723847	MAGLIANO S.A. CCVM
S4	33923798	MÁXIMA - PRUDENCIAL
S4	15077393	MEGA CC LTDA.
S4	13839639	MELHOR CC LTDA.
S4	9464032	MIDWAY S.A. - SCFI
S4	12392983	MIRAE ASSET CCTVM LTDA
S4	61088183	MIZUHO - PRUDENCIAL
S4	97447304	MOMENTO DTVM LTDA.
S4	12063256	MONETAR DTVM
S4	34666362	MONÓPOLIO CC LTDA.
S4	19307785	MSB BANK S.A. BANCO C�MBIO - PRUDENCIAL
S4	12586596	MULTIMONEY CC LTDA.
S4	25674235	MUNDINVEST S.A. - CCVM
S4	18941229	MUTUAL APETRIM CI S/A
S4	9274232	NATIXIS BRASIL S.A. BM - PRUDENCIAL
S4	4379829	NEGRESCO S.A. - CFI
S4	65635377	NGO ASSOCIADOS CC LTDA.
S4	76637263	NOMINAL DTVM LTDA
S4	4257795	NOVA FUTURA CTVM LTDA.
S4	43060029	NOVINVEST CVM LTDA
S4	74828799	NOVO BANCO CONTINENTAL S.A. - BM - PRUDENCIAL
S4	8609934	NOVO MUNDO CC S.A.
S4	40161713	NSG CAPITAL
S4	18145784	NUMATUR CC LTDA
S4	68742204	NUMBER ONE SCC LTDA.
S4	76633486	OLIVEIRA FRANCO SCVM
S4	36113876	OLIVEIRA TRUST DTVM S.A.
S4	11495073	OM DTVM LTDA
S4	92228410	OMNI
S4	7333726	ONNIX CC LTDA.
S4	1582158	OPPORTUNITY DTVM LTDA
S4	13293225	�RAMA DTVM S.A.
S4	92904564	ORLA DTVM S.A.
S4	78632767	OURINVEST - PRUDENCIAL
S4	73279093	PACIFIC INVEST DTVM LTDA
S4	3311443	PARATI - CFI S.A.
S4	20155248	PARMETAL DTVM LTDA
S4	59615005	PATA��O DTVM LTDA.
S4	17343682	PENTAGONO S/A DTVM
S4	43180355	PERNAMBUCANAS
S4	11758741	PETRA - PRUDENCIAL
S4	11836226	PIAU� FOMENTO
S4	92875780	PILLA CCVM LTDA
S4	806535	PLANNER
S4	17902616	POLO CC LTDA.
S4	4862600	PORTO SEGURO
S4	1800019	PORTOCRED S.A. - CFI
S4	36178887	PROSPER S/A CVC
S4	11476673	RANDON - PRUDENCIAL
S4	89960090	RB CAPITAL DTVM LTDA.
S4	4215594	RELIANCE DTVM LTDA.
S4	62287735	RENASCENCA DTVM LTDA
S4	68900810	RENDIMENTO - PRUDENCIAL
S4	13434335	RICO CTVM S.A.
S4	72600026	RIO BRAVO INV. DTVM LTDA
S4	42066258	RJI
S4	33603457	RODOBENS - PRUDENCIAL
S4	67391821	S. HAYATA CC S.A.
S4	5503849	SANTANA S.A. - CFI
S4	122327	SANTINVEST
S4	7747410	SAX S.A. CFI
S4	11417016	SCANIA - PRUDENCIAL
S4	29030467	SCOTIABANK BRASIL - PRUDENCIAL
S4	21148439	SEALANDAIR CC LTDA.
S4	11970623	SENFF S.A. - CFI
S4	17352220	SENSO CCVM S.A.
S4	42898825	SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA �REA DE SAÚDE DE MINAS GERAIS LTDA.
S4	15227994	SIMPLIFIC PAVARINI
S4	16854999	SINGRATUR CC LTDA.
S4	22639377	SINOSSERRA S/A - SCFI
S4	17315359	SITA SCCVM S.A.
S4	50657675	SLW CVC LTDA
S4	3881423	SOCINAL S.A. CFI
S4	61820817	SOCOPA - PRUDENCIAL
S4	60889128	SOFISA - PRUDENCIAL
S4	8520517	SOL CC
S4	96477906	SOLIDEZ CCTVM LTDA.
S4	68757681	SOLIDUS S.A. CCVM
S4	4814563	SOROCRED CFI S.A.
S4	61739629	SPINELLI S.A. CVMC
S4	11932017	STANDARD CHARTERED BI S.A. - PRUDENCIAL
S4	17359351	STARA FINANCEIRA S.A. - CFI
S4	32206435	SUL AMERICA INVEST DTVM S.A.
S4	66616632	TATICA S.A. DTVM
S4	58506221	TEND�NCIA CCTVM LTDA
S4	3751794	TERRA INVESTIMENTOS DTVM
S4	9473806	TODESCREDI S/A - CFI
S4	57582264	TORRE CC LTDA
S4	2992317	TREVISO CC S.A.
S4	61747085	TULLETT PREBON BRASIL CVC LTDA
S4	15482499	TURCAMBIO CC LTDA.
S4	16789470	TURISCAM CC LTDA.
S4	18520834	UBS - PRUDENCIAL
S4	33968066	UM INVESTIMENTOS S/A CTVM
S4	17508380	UNIÃO ALTERNATIVA CC LTDA.
S4	3046391	UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.
S4	2398976	UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.
S4	5192316	VIA CERTA FINANCIADORA S.A. - CFI
S4	14388516	VIC DTVM S/A
S4	21112244	VINCI DTVM LTDA.
S4	17772370	VIPS CC LTDA.
S4	4062902	VISION S.A. CC
S4	58017179	VOLVO - PRUDENCIAL
S4	22610500	VORTX DTVM LTDA.
S4	78626983	VR - PRUDENCIAL
S4	61769790	WALPIRES S.A. CCTVM
S4	7437241	WESTERN ASSET DTVM LTDA.
S4	13720915	WESTERN UNION - PRUDENCIAL
S4	2332886	XP INVESTIMENTOS
S4	10371492	YAMAHA MOTOR - PRUDENCIAL
S5	2814832	A COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMAC�UTICA ? COOPERMSD
S5	13058743	ACCESSCRÉDITO SCMEPP
S5	4772908	ATLANTA SCM LTDA
S5	7835244	BNS SCM LTDA.
S5	5669150	BOM CRÉDITO SCMEPP LTDA.
S5	21332862	CARTOS SCMEPP LTDA.
S5	5442029	CASA CREDITO S.A. SCM
S5	70116611	CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE
S5	5790149	CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO MÚTUO DO ESTADO DO ESPÍRITO SANTO LTDA. - CECOOPES
S5	27171974	COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA
S5	5296712	COOPERASA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONARIOS DAS EMPRESAS DA AGUIA PARTIPAÇÕES
S5	88325113	COOPERATIVA    DE    ECONOMIA    E    CRÉDITO   MÚTUO  MINUANO
S5	10013534	COOPERATIVA CENTRAL DE CRÉDITO DA AGRICULTURA FAMILIAR E ECONOMIA SOLID�RIA - ASCOOB CENTRAL
S5	5879577	COOPERATIVA CENTRAL DE CREDITO RURAL HORIZONTES NOVOS - CREHNOR CENTRAL
S5	21110927	COOPERATIVA DE CREDITO CLASSICA DOS FUNCIONARIOS E PRESTADORES DE SERVI�OS DAS EMPRESAS LIGADAS AO GRUPO EUCATUR LTDA. - EUCRED
S5	44401800	COOPERATIVA DE CRÉDITO COGEM
S5	5463934	COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER
S5	9512539	COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ
S5	10218474	COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - SCRCRED
S5	5392810	COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL
S5	9590601	COOPERATIVA DE CRÉDITO DA SERRA CATARINENSE � CREDICOMIN
S5	22656789	COOPERATIVA DE CRÉDITO DAS MATAS DE MINAS LTDA. - SICOOB CREDISUDESTE
S5	1151186	COOPERATIVA DE CRÉDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAIBANA
S5	57987273	COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI
S5	34503581	COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS FUNCION�RIOS DA SAÚDE DO SETOR PRIVADO DE MANAUS LTDA � COOPCRESP MANAUS
S5	4529074	COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL
S5	4247370	COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI
S5	71009237	COOPERATIVA DE CRÉDITO DE GUAPÉ LTDA - SICOOB CREDIGUAPÉ
S5	71506513	COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE
S5	53923116	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI
S5	21661202	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO
S5	22724710	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES
S5	37395399	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.
S5	7502031	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE GOIANO LTDA.
S5	31804966	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO
S5	2338666	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.
S5	59869560	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA
S5	11907520	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA BORBOREMA E AGRESTE PARAIBANO - SICOOB BORBOREMA PARAIBANO
S5	97360804	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA CIDADE DE GOIÂNIA E ENTORNO LTDA.
S5	10209619	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.
S5	14046512	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA
S5	1152097	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA
S5	2144899	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI
S5	1736516	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED
S5	25387713	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE  PARÁ DE MINAS LTDA - SICOOB CREDIRURAL
S5	25353939	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ALPINÓPOLIS LTDA. - SICOOB CREDIALP
S5	66398496	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA
S5	71237184	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CAMPO BELO LTDA.   SICOOB CREDIBELO
S5	19449602	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER
S5	23949522	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA
S5	25528753	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE
S5	71419600	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL
S5	1699652	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI
S5	64237530	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA
S5	3412878	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITURAMA LTDA. - SICOOB CREDIRAMA
S5	1657678	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTI�O DO PARA�SO LTDA. - SICOOB PARA�SOCRED
S5	42880617	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS
S5	18966739	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TRÊS PONTAS LTDA. - SICOOB COPERSUL
S5	7026923	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE UMUARAMA - SICOOB ARENITO
S5	3645752	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG
S5	26178111	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SÃO FRANCISCO LTDA. � SICOOB CREDIPRATA
S5	2232383	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC
S5	5158093	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE
S5	7599206	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED
S5	42887133	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO
S5	5247312	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUL DE MATO GROSSO - SICOOB SUL
S5	2804469	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS
S5	1060307	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO
S5	41697103	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE
S5	2335109	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA
S5	2935307	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E AN�POLIS LTDA
S5	3047549	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS REGIÕES SUDOESTE, SUL E OESTE DE GOIÁS
S5	1739375	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS
S5	33615055	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE AN�POLIS E REGIÃO LTDA
S5	71378426	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ
S5	71230338	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI
S5	3222753	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARIQUEMES LTDA. - CREDISIS CREDIARI
S5	80959612	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE
S5	78858107	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC
S5	78862083	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS
S5	88530142	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA FRONTEIRA SUL - SICREDI FRONTEIRA SUL RS
S5	87784088	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA GRANDE GETÚLIO VARGAS DO RIO GRANDE DO SUL - SICREDI ESTA��O RS
S5	87789178	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DE PALMEIRA DAS MISSÕES - SICREDI GRANDE PALMEIRA/RS
S5	1042487	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DAS REGIÕES NORTE E NORDESTE DO PARÁ - SICOOB UNIDAS
S5	86791837	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAÇADOR   SICOOB CAÇADOR SC
S5	3042597	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS
S5	2254376	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAI� LTDA - COOPCREDI
S5	10143743	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC
S5	12384953	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JARAGUÁ DO SUL E REGIÃO - SICOOB CEJASCRED
S5	1566038	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS - SICOOB UNIAM
S5	1664968	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE PORTO VELHO E REGIÃO NORTE DE RONDÔNIA LTDA.
S5	78840071	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC
S5	74114042	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO
S5	1205736	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MÉDIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO
S5	80959638	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC
S5	21866694	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR
S5	2843443	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC
S5	1389651	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS
S5	1692448	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC
S5	2057584	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SERTÃO BAIANO LTDA   SICOOB SERTÃO
S5	2282165	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA
S5	78834975	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC
S5	81016131	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC
S5	81014060	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU
S5	78483310	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS
S5	85291086	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA
S5	2641969	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC
S5	78825023	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE
S5	82133182	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB CREDIPÉROLA
S5	90729369	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS
S5	694389	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC
S5	81607046	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC
S5	11565109	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SICOOB ECOCREDI
S5	81367880	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC
S5	2447120	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL
S5	2587492	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB-CREDIARAUC�RIA/SC
S5	2090126	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL
S5	78865995	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC
S5	66259110	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM
S5	869687	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA ESPERANÇA LTDA. - SICOOB BELCREDI
S5	2137018	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA VISTA LTDA.
S5	21670187	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM
S5	1609345	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA
S5	429890	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO
S5	71146450	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM
S5	66788142	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE C�NDIDO MOTA E REGIÃO.
S5	804046	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAPIT�LIO LTDA   SICOOB CREDICAPI
S5	65239402	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO CAJURU LTDA. - SICOOB CARMOCREDI
S5	25743311	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO
S5	9576849	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CERES E RIALMA LTDA
S5	38588174	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE
S5	21682737	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CURVELO LTDA. - SICOOB CREDICENTRO
S5	71069587	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAI� LTDA. - SICOOB CREDINDAI�
S5	68512748	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ESMERALDAS E REGIÃO LTDA - SICOOB CREDIESMERALDAS
S5	41931445	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR
S5	1720488	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.
S5	4388688	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E REGIÃO LTDA
S5	37255049	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS
S5	26359745	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE IGUATAMA LTDA. - SICOOB CREDITAMA
S5	4079285	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAJUB� LTDA - SICOOB SUL DE MINAS
S5	66463407	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE
S5	10143499	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE JATA� E REGIÃO LTDA.
S5	25536764	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE LUZ LTDA.   SICOOB CREDILUZ
S5	5580585	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MANAUS   SICOOB MANAUS
S5	7097064	COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL C�NDIDO RONDON E REGIÃO - SICOOB MARECHAL
S5	64480833	COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC
